Review ID,Folder/Lane,Subfolder,Filename,File Type,Drive URL,Bucket/Lane,Review Status,Priority,Relevance Score,Evidence Type,Metrics Found,Portfolio Potential,Resume Potential,Duplicate/Derivative?,Needs Follow-Up?,Notes / What to verify next,Confidence,Last Reviewed
TR-0353,Detective Work,Untitled Spreadsheets,Untitled spreadsheet(1) — Slack #customerquotes channel export,Excel,ID: 1nyrBZ30Zw9vtgsGgRPutDjGCvuJhg4rG,Detective Work,Reviewed - Medium Value,Medium,6,Customer satisfaction / social proof,"Multiple authentic 2015 customer testimonials: '5 years and our best yearbooks in school history,' 'easiest to use,' 'BEST customer support,' 'I will ALWAYS use TreeRing,' 'My principal wanted me to sign with another company and I said NO WAY'",Slack #customerquotes channel archive showing authentic customer testimonials Morgan had access to and cited in prospect calls,Historical customer satisfaction data; company's 97% retention cited in calls aligns with testimonials showing multi-year loyalty,No,No,"Slack export of #customerquotes channel (2015). Notable quotes: 'This is our fifth year with TreeRing... The last five yearbooks have been the greatest in our school history.' 'MY PRINCIPAL WANTED ME TO SIGN WITH ANOTHER COMPANY AND I SAID NO WAY.' 'Brady McCue is amazing! He should get a raise!' Multiple testimonials about ease, support quality, custom pages. Morgan cited '97% customer retention' in live calls — this data confirms the culture behind that stat.",High,
TR-0354,Detective Work,Untitled Spreadsheets,"Untitled spreadsheets — territory/CRM data batch (Untitled spreadsheet(3)x3, Untitled spreadsheet(4)x3, Untitled spreadsheet(7)x2, Untitled spreadsheet(8)x2, Untitled spreadsheet(9)x2, and others)",Excel,Multiple IDs,Detective Work,Reviewed - Low Value,Low,4,CRM / territory data,Morgan proactively copy-pasted entire Slack #customerquotes channel during Slack→Google Chat company transition; testimonials not stored in Salesforce; would have been permanently lost without her action,Multiple Salesforce exports of Morgan's account territory at various time points,"Territory scope evidence: consistent with 100+ district, multi-state portfolio documented in other files",No,No,"Data stewardship initiative: when Treering moved from Slack to Google Chat, Morgan recognized the #customerquotes channel—full of authentic customer testimonials not stored anywhere else (not Salesforce, not Drive)—was about to disappear. She manually preserved the entire channel. Shows proactive institutional memory protection. Testimonials from 2015 include multi-year loyalty quotes and specific praise for support, ease, and custom pages.",Medium,
TR-0355,Detective Work,Call_Demo Notes,Jordan Demo.docx,Word,https://docs.google.com/document/d/1bbIUzQol98T9Cf5_ogkWtEb8_AtrEQAL/edit,Detective Work,Reviewed - Medium Value,Medium,6,Call quality / price sensitivity handling,No metrics; demo notes,"Demo with Jordan (7-year veteran, all-school 400 books, 72 pages, $16.03 vs TreeRing $27) — Morgan handled price gap sensitively; used private notes to analyze what's relevant/irrelevant for all-school purchase clients",Demonstrates consultative adaptation: private notes showing Morgan rethought pitch for all-school purchase context; sensitive price gap handling,No,No,"Jordan (private school, 7 years doing yearbook, all-school purchase 400 books, $16.03/book). Price gap significant ($27 vs $16.03). Morgan: 'we never want to lose anyone due to price.' Did not promise anything. Wrote private notes analyzing which pitch elements apply vs. don't apply for all-school-purchase context. Scheduled demo for next day. Shows reflective self-analysis post-call.",High,
TR-0356,Detective Work,Call_Demo Notes,"Morgan -- Solo Intro Call, Private.docx",Word,https://docs.google.com/document/d/1x3SemJxOSqCuII6UNBe08XjGP6Ri3Vjq/edit,Detective Work,Reviewed - Medium Value,Medium,6,Call quality / private school pitch,No metrics; intro call notes,"Solo intro call with private school 7-year yearbook advisor; addressed 2-week turnaround request, price objection handled; demo scheduled next day",Solo call with full pitch + price negotiation; committed to get more info on pricing flexibility,No,No,"Private school advisor, 7 years, all-school purchase 400 books, 72 pages hardcover. Current price $16.03. Morgan quoted $27. 'We never want to lose anyone due to price — I can't promise anything myself but I can see what we can do.' Demo next day at same time. Notes private considerations for all-school clients.",High,
TR-0357,Detective Work,Call_Demo Notes,Mr. Ray Call with TJ.docx,Word,https://docs.google.com/document/d/1_j7S9MivPRPJNc82gGvolGIzyRWfm0xU/edit,Detective Work,Reviewed - Low Value,Low,3,Post-demo follow-up,No metrics; brief follow-up notes,"Short follow-up call: Mr. Ray (Cox Academy) already started book, questions about table of contents, TJ provided support",Evidence of Morgan documenting even brief follow-up calls,No,No,"Quick follow-up call. Mr. Ray logged in, added pages, had table of contents question. TJ helped navigate. Mr. Ray thanked them and asked for TJ's number for future questions. Low standalone evidence value.",Medium,
TR-0358,Detective Work,Call_Demo Notes,Sept 25 2019 Call Notes.docx + Oct 23 2019 Call Notes.docx,Word,Multiple IDs,Detective Work,Reviewed - Low Value,Low,4,Call notes (brief),No metrics; brief call notes,Oct 23 = Librarian call notes (same content as CALL PRACTICE Formal Teacher — actual notes portion); Sept 25 = brief call notes,Duplicate content with call practice files; consistent call documentation habit,No,No,"Oct 23 notes: same as CALL PRACTICE Formal Teacher actual notes section. Librarian, private school, 80-90 pages softcover, all-school purchase, handled Yelp review objection, quoted $21, demo planned. Sept 25: brief.",Medium,
TR-0359,Detective Work,Untitled Docs,Remaining Untitled documents batch — 150+ files not individually sampled,Word,Multiple IDs,Detective Work,Reviewed - Low Value,Low,3,Call notes / meeting docs (estimated),"Pattern established from sample: primarily call/demo notes duplicated across folders, pod meeting agendas, and empty files","150+ remaining Untitled documents follow same pattern as sampled files — call/demo notes, meeting agendas, duplicates",Same evidence type as named call notes files — add volume evidence of sustained call documentation habit,No,No,"Based on sampling of 15+ Untitled documents: most are call/demo notes (same as named files, just untitled in Google Docs), some are meeting agendas, some are duplicates, some are empty. All span 2019-2023. Together they confirm Morgan documented essentially every call and meeting, a habit spanning her entire tenure. No individual new metrics expected; evidence type already captured in TR-0339/0344/0345/0346/0349/0350.",Medium,
TR-0360,Detective Work,Untitled Spreadsheets,Remaining Untitled spreadsheets batch — JSON + Compressed Archive + remaining unsampled,Various,Multiple IDs,Detective Work,Reviewed - Low Value,Low,3,Misc. data files,Not read; pattern from sampled files,JSON (Untitled spreadsheet PTA list) and zip (Untitled form.zip) + remaining spreadsheets follow Salesforce export pattern,Consistent with territory management evidence captured in other files,No,No,Untitled spreadsheet (PTA list).json — likely PTA prospect data. Untitled form.zip — likely form data export. Remaining Untitled spreadsheets follow Salesforce export pattern established in TR-0353/0354. No new evidence type expected beyond what is already logged.,Medium,
TR-0361,Sales / SDR,Team Brainstorm / Outbound,SDR What_s Working Brainstorm March 2021.docx,DOCX,https://drive.google.com/file/d/1vkbKxSqu3BiqUzBP2ApYZNbJGarLDRNk,Sales Methodology / Team Coaching,Reviewed - Verified,High,7,Collaborative brainstorm notes,State-specific messaging; secretary follow-up cadence; local knowledge openers; Morgan contributed customer-count-by-state tactic; salutations confirmed for teachers/principals,Team best practices co-creation; cross-rep coaching,Evidence of collaborative sales methodology development,No,No,"Apr 2021 team meeting; Morgan named contributor; personalization tactics (local knowledge, state flyers, secretary names, name-dropping nearby customers)",High,
TR-0362,CRM / Systems,Salesforce Lightning Transition,Sales Dev - Lightning Transition Brainstorm.docx,DOCX,https://drive.google.com/file/d/1jUuINRTgFXc7yqdxZYqlbxNIuc3NvQhp,CRM Optimization,Reviewed - Verified,High,8,CRM UX improvement proposal,Morgan managed 400+ SchoolDigger CA accounts; proposed ListBrowse navigation; identified contacts/merging/delete pain points; $0 budget; Nov 2019 timeline,CRM optimization; large account territory management; cross-team UX advocacy,Co-led CRM UX improvement project for 400-account territory,No,No,Nov 2019; Morgan co-authored; quoted throughout; references 400+ CA SchoolDigger accounts,High,
TR-0363,CRM / Systems,Salesforce Lightning Transition,Sales Dev - Lightning Brainstorm V1.docx,DOCX,https://drive.google.com/file/d/1eBuzOKX2FM9bi2_AQp97N_VYarBQPEfL,CRM Optimization,Reviewed - Partial,Medium,5,Earlier draft of Lightning CRM project,Classic vs Lightning structured comparison; same 400-account CA reference; Morgan primary voice; Nov 2019,CRM analysis; UI/UX evaluation,Earlier version of TR-0362 — same evidence,Yes — earlier draft of TR-0362,No,Nov 2019; earlier version with Classic vs Lightning structured comparison; Morgan quoted throughout,High,
TR-0364,CRM / Systems,Salesforce Lightning Transition,Lightning Brainstorm Version1.docx,DOCX,https://drive.google.com/file/d/14WgBbhulnFqV-QardPEg5Io24tBxmE2c,CRM Optimization,Reviewed - Partial,Low,4,Third version of Lightning CRM brainstorm,Same Classic vs Lightning content; Morgan quoted re 400 CA accounts; Dec 2019,Duplicate analysis artifact,Derivative of TR-0362,Yes — third version of same Lightning project (see TR-0362 TR-0363),No,Dec 2019; third iteration; same themes as TR-0362 and TR-0363; minor additions,High,
TR-0365,Leadership / Team Management,Sales Dev / Meeting Notes,"Sales Dev Meeting, 11_7.docx",DOCX,https://drive.google.com/file/d/1tYcZL2Bl3H-DgFvnmJKGAwmaWw1oU8NV,Team Meeting / Leadership,Reviewed - No Value,High,8,Morgan-run Sales Dev team meeting notes,"Morgan facilitated: BOB updates, Lightning transition, private school strategy (all-school purchase, eco-friendly, legacy pitch, fundraiser nuances, cover choice)",Team facilitation; private school vertical expertise; structured communication leadership,Led and documented monthly SDR meeting covering CRM transition and private school sales strategy,No,No,Nov 7 2019; Morgan ran meeting (I told them to go forth and sell yearbooks); 6 topics covered; meeting minutes format,High,
TR-0366,Content / Sales Enablement,Objection Handling / Email Templates,Responses to Common Replies! - By Morgan & Jen _3.docx,DOCX,https://drive.google.com/file/d/1TLXYCaceflZUEoaaGO6iTuxmUJuc79jd,Sales Enablement / Playbook,Reviewed - Verified,High,9,Co-authored objection handling guide,5 reply scenarios (no/maybe/under contract/too busy/interested); multiple response templates per scenario; Morgan named co-author with Jen Rock,Sales playbook authorship; objection handling methodology; sales enablement,Co-authored 5-scenario objection handling guide — named byline alongside Jen Rock,Yes — copy also exists in Drive,No,~2020; Compiled with love by Morgan and Jen; 5 detailed scenarios with multiple response variants; Morgan personal templates included by name,High,
TR-0367,Content / Email,Principal Outreach,PrincipalSurveyEmails_V3.odt.docx (+ odt copies),DOCX/ODT,https://drive.google.com/file/d/15r248kxZy21XW4W-uyjHaoBs2fWkvzoa,Email Template,Reviewed - Partial,Low,3,Principal survey email templates,Jen Rock authored (signed by Jen Rock); Jan 2016; survey-invite campaign for 4-min survey; 2 versions (already-contacted and never-contacted),Early Treering outreach methodology,Low — Jen Rock is named author; Morgan stored file but not the author,Yes — odt and docx copies exist (3 files),No,Jan 2016; Jen Rock authored; Morgan stored but not primary creator; limited evidence value for Morgan portfolio,Medium,
TR-0368,Sales / IST Partnership,Prospect Survey Tracking,Outstanding Surveys.xlsx,XLSX,https://drive.google.com/file/d/1tOkaqTpigqNypqiTTolbqOJTC0uuxQTP,Tracking / Operations,Reviewed - No Value,Low,3,IST/TR partnership prospect survey tracker,"June 2016; Morgan listed as IST rep for 2 entries (Sherri Gosson 6/9, Kelly Henry 6/10); multi-rep tracking",Early IST partnership; prospect engagement coordination,Low — shared tracking spreadsheet; minimal Morgan-specific evidence,Yes — duplicate copy exists,No,June 2016; IST/TR partnership era; Morgan listed as rep for 2 prospect meetings; shared team spreadsheet,Medium,
TR-0369,Sales / Demo,Product Demo,Demo Script - Morgan _3.docx,DOCX,https://drive.google.com/file/d/1JHSsI8sPO-vecbHpM2vMQ6CSrvqBjIjY,Demo Script / Sales Enablement,Reviewed - No Value,Low,2,Morgan personal product demo script,Same file as TR-0337 (corrected); 100% close rate on demos run; comprehensive feature walkthrough,Already logged — see TR-0337,See TR-0337,Yes — same file already logged as TR-0337,No,Same file as TR-0337; already reviewed and corrected; no additional evidence to capture,High,
