Role / Company,Tags,Bullet Point
Treering Yearbooks,[ops][mgmt],"- Managed comprehensive lifecycle marketing for 2,000+ K-12 accounts across 500+ districts, creating data-driven nurture sequences that mapped educator decision-making journeys and adoption patterns."
Treering Yearbooks,[content][mgmt],- Managed content requests and calendar priorities in collaboration with sales leadership and product stakeholders.
Treering Yearbooks,[content][mgmt],"- Managed content workflows using Trello and Google Workspace, overseeing formatting, QA, and timely delivery across platforms."
Treering Yearbooks,[mgmt],"- Managed customer portfolio spanning all 50 states and 565 districts, maintaining deep understanding of diverse regional preferences and communication needs."
Treering Yearbooks,[brand][mgmt],"- Managed email calendar and segmentation for year-long lifecycle campaigns, ensuring a consistent brand voice and timely delivery."
Treering Yearbooks,[brand][mgmt],"- Managed email calendar and segmentation strategy for year-long lifecycle campaigns, ensuring consistent brand voice and timing."
Treering Yearbooks,[mgmt],"- Managed lifecycle outreach in Outreach.io to align with sales strategy, improve conversion, and support campaign execution."
Treering Yearbooks,[mgmt],"- Managed multi-channel project delivery, collaborating with clients and printers to meet tight deadlines with precision and care."
Treering Yearbooks,[mgmt],- Managed project trackers (Airtable/Trello) and timelines to keep programs on time and on target.
Treering Yearbooks,[mgmt][ops],"- Managed remote SDR team of 4–6; delivered hands-on training in Outreach workflows, Salesforce best practices, and advanced automation; reduced new hire ramp time by 30%"
Treering Yearbooks,[mgmt][enablement],"- Managed remote team of 4–6 while overseeing a portfolio of 2,000+ accounts; led coaching, performance reviews, and skills training."
Treering Yearbooks,[mgmt],- Managed workflows across departments while maintaining responsive collaboration with product teams on user-facing updates.
Treering Yearbooks,[content],"- Mapped buyer-committee profiles (stakeholders, systems, intent signals) to tailor programs and lift conversion."
Treering Yearbooks,[generalist],- Mapped reference personas across the K–12 buying unit and maintained a living “reference map” by geography; used proximity proof (“nearby schools using Treering”) to boost credibility and accelerate first calls
Treering Yearbooks,[mgmt][design],- Mentored 4–6 direct reports and led monthly messaging workshops with custom slide decks across the sales team.
Treering Yearbooks,[mgmt],"- Mentored 4–6 direct reports and led weekly 1:1s and monthly workshops on messaging, systems, and strategy."
Treering Yearbooks,[mgmt][enablement],"- Mentored a 4–6 person SDR team, boosting qualified pipeline by 20% and coaching toward smarter messaging and higher close rates."
Treering Yearbooks,[mgmt],"- Mentored a remote team of 4–6 SDRs, providing campaign strategy support and daily ops troubleshooting."
Treering Yearbooks,[mgmt],"- Mentored a team of 4–6 remote SDRs; built training (workflow, objection handling, best practices) adopted by 20+ employees"
Treering Yearbooks,[mgmt][enablement],"- Mentored and trained 4–6 remote team members on complex systems and best practices through weekly 1:1s, monthly workshops, and hands-on coaching."
Treering Yearbooks,[generalist],"- Monitored the competitive landscape to identify messaging gaps and strategic opportunities, informing product positioning and battlecard development."
Treering Yearbooks,[generalist],"- Navigated complex, multi-stakeholder deals spanning 9+ months, managing competing priorities, objections, and district-specific procurement needs."
Treering Yearbooks,[generalist],"- Navigated multi-stakeholder deals spanning 9+ months, managing competing priorities, objections, and district-specific needs."
Treering Yearbooks,[generalist],"- Navigated multi-stakeholder sales cycles spanning 9+ months, managing objections, timelines, and decision-making complexity."
Treering Yearbooks,[ops][mgmt],"- Operationalized the lead management process by building the lead routing rules and lifecycle stage definitions in Salesforce, resulting in a 95% forecast accuracy and a 15% improvement in MQL-to-SQL conversion."
Treering Yearbooks,[ops],"- Optimized CRM workflows and engagement software, reducing data entry time and increasing outreach efficiency."
Treering Yearbooks,[email],"- Optimized Outreach.io campaigns through advanced segmentation and list building, significantly enhancing response rates."
Treering Yearbooks,[email],- Optimized Outreach.io campaigns with advanced segmentation logic and strategic testing to enhance response rates.
Treering Yearbooks,[email][brand],"- Optimized automated email sequences to support consistent brand messaging and enhance lifecycle campaigns, achieving up to 83% open rates and 43% reply rates while directing team monitoring through detailed metrics analysis."
Treering Yearbooks,[email][writing],"- Optimized automated email sequences utilizing strategic copywriting and dynamic content personalization, achieving up to 83% open rates and 43% reply rates across a $20M portfolio of 2,900+ B2B accounts."
Treering Yearbooks,[brand],- Orchestrated email calendar and segmentation strategy to ensure brand consistency across year-long lifecycle campaigns.
Treering Yearbooks,[email][ops],"- Orchestrated full platform migration (PersistIQ → Outreach.io), configuring integrations, workflows, and training 20+ users on automation"
Treering Yearbooks,[ops],"- Orchestrated messaging campaigns using behavioral triggers and segmentation logic, generating $1.5M+ in pipeline opportunities."
Treering Yearbooks,[design],"- Orchestrated multi-channel outreach to educators/districts/parents; produced conference/webinar decks that improved clarity, storytelling, and conversion across the buyer’s journey."
Treering Yearbooks,[ops][design],"- Overhauled CRM, surfacing $3M+ in pipeline value; designed reports, dashboards, and workflows to improve decision-making."
Treering Yearbooks,[generalist],"- Oversaw $20M portfolio achieving 2.98% engagement rate, nearly triple the 1% industry standard for subscription communications. Cross-Functional Leadership & Process Optimization:"
Treering Yearbooks,[generalist],"- Oversaw a $20M portfolio of 2,900+ client accounts, surpassing first-year quota by 17% and sourcing $1M+ in new revenue."
Treering Yearbooks,[ops],"- Oversaw a $20M sales territory of 2,932 accounts and achieved a 2.98% engagement rate, nearly tripling the industry standard."
Treering Yearbooks,[email][mgmt],"- Oversaw team wide campaigns consistently outperforming industry benchmarks, achieving average open rates of over 45%."
Treering Yearbooks,[email],"- Owned QA, testing, and campaign documentation — developed checklists, templates, and reporting processes to ensure flawless campaign launches."
Treering Yearbooks,[email],"- Owned a portfolio of 2,000+ accounts, leading prospect research, segmentation, email strategy, and cadence optimization"
Treering Yearbooks,[email],"- Owned a portfolio of 2,000+ accounts, leading segmentation, prospect research, email strategy, and cadence optimization"
