Role / Company,Tags,Bullet Point
Treering Yearbooks,[email],"- Maintained 98% deliverability rate through comprehensive QA processes, testing, and strict adherence to spam compliance standards."
Treering Yearbooks,[email],"- Executed A/B tests on subject lines, send times, and content, yielding top-performing campaigns with 34% reply rates and actionable insights to optimize strategies."
Treering Yearbooks,[email],"- Maintained 98% deliverability rate through rigorous QA processes, device testing, and spam compliance."
Treering Yearbooks,[email],"- Executed A/B tests on subject lines, send times, and content, with top-performing campaigns reaching 34% reply rates."
Treering Yearbooks,[content] [email] [mgmt] [ops],"- Managed email calendar and segmentation strategy for year-long lifecycle campaigns, ensuring consistent brand voice and timing."
Treering Yearbooks,[email],"- Led team email performance that consistently outperformed industry benchmarks, with average open rates of 45%+."
Treering Yearbooks,[email],"- Generated 62% reply rates on high-intent demo request campaigns, converting warm prospects into $874K in closed revenue with an average deal cycle reduction of 25%."
Treering Yearbooks,[ops],"- Maintained Salesforce pipeline for $20M portfolio, ensuring accurate forecasting, opportunity tracking, and pipeline health reviews."
Treering Yearbooks,[ops],"- Built a custom prospecting database to manage nearly 3000 accounts, tracking 15 distinct data points per account to improve workflow and strategic prioritization."
Treering Yearbooks,[ops],"- Maintained Salesforce pipelines to ensure accurate forecasting, lead tracking, and opportunity management."
Treering Yearbooks,[mgmt],"- Managed remote team of 4–6 while overseeing a portfolio of 2,000+ accounts; led coaching, performance reviews, and skills training."
Treering Yearbooks,[ops],- Built scalable CRM workflows and reporting systems to identify opportunities and improve targeting.
Treering Yearbooks,[enablement] [ops],"- Led internal enablement sessions focused on outreach best practices, pipeline hygiene, and sales strategy."
Treering Yearbooks,[generalist],"- Supported operational improvements across Sales, boosting reporting accuracy and campaign effectiveness."
Treering Yearbooks,[ops],"- Maintained and optimized Salesforce pipelines, ensuring accurate forecasting, opportunity tracking, and pipeline health reviews."
Treering Yearbooks,[mgmt],"- Managed a remote team of 4–6 while overseeing a portfolio of 2,000+ accounts, leading 1:1s, performance reviews, and skills training."
Treering Yearbooks,[ops],- Designed CRM workflows and reporting processes to identify sales opportunities and improve targeting across accounts.
Treering Yearbooks,[enablement] [ops],"- Led internal sales enablement and training sessions focused on CRM best practices, pipeline management, and sales strategy."
Treering Yearbooks,[ops],"- Supported operational improvements across sales tech stack, enhancing data accuracy and reporting efficiency."
Treering Yearbooks,[content],"- Maintained and optimized content calendars across campaigns and lifecycle stages, improving clarity, alignment, and engagement through consistent voice and strategic pacing."
Treering Yearbooks,[enablement] [ops],"- Maintained direct ownership of a $20M, 2,932-account portfolio to stay grounded in front-line rep challenges and inform enablement strategy with real-world customer insights."
Treering Yearbooks,[ops],"- Maintained hygiene dashboards (no-next-step, stale opps, disqualify reasons) to protect meeting quality and momentum"
Treering Yearbooks,[mgmt] [ops],- Managed $20M portfolio achieving 2.98% engagement rate (3x industry standard) and 65%+ closing rate through systematic prospect evaluation.
Treering Yearbooks,[content] [mgmt] [ops],"- Managed $20M portfolio of 2,900+ accounts, achieving 2.98% positive engagement rate (3x industry standard) through advanced audience segmentation and personalized frameworks"
Treering Yearbooks,[mgmt] [ops],"- Managed $20M portfolio spanning 2,932 accounts and improved engagement rates to 2.98%, almost triple the industry standard."
Treering Yearbooks,[email] [mgmt],- Developed scalable email sequences later adopted as foundational templates across a 20+ person team.
Treering Yearbooks,[ops],"- Analyzed CRM data to uncover $3M+ in dormant pipeline, reactivating target segments through strategic, market-driven campaigns"
Treering Yearbooks,[email] [mgmt] [ops],"- Managed $20M sales territory with a focused email strategy, achieving a 2.98% engagement rate that tripled the industry standard."
Treering Yearbooks,[email],- Captured over $1M in revenue by developing email sequences that became foundational templates for a 20+ member team.
Treering Yearbooks,[ops],- Identified and reactivated a dormant $3M+ pipeline through data analysis and targeted email marketing campaigns
Treering Yearbooks,[email],- Developing email sequences that became foundational templates for a 20+ member team.
Treering Yearbooks,[email] [mgmt] [ops],"- Managed Salesforce reporting and dashboards, translating KPIs (open rate, CTR, response rate) into actionable insights."
Treering Yearbooks,[mgmt] [ops],"- Managed a $20M sales territory of 2,932 accounts, achieving a 2.98% engagement rate — nearly triple the industry standard of 1%."
Treering Yearbooks,[email] [mgmt],"- Sourced over $1M in revenue, with email sequences later adopted as foundational templates for the entire 20+ person team."
Treering Yearbooks,[ops],- Uncovered $3M+ in dormant pipeline through systematic CRM analysis and targeted reactivation campaigns
Treering Yearbooks,[mgmt] [ops],"- Managed a $20M sales territory of 2,932 accounts, exceeding first-year quota by 17% and becoming the first SDR in company history to surpass the $1M sourced revenue milestone."
Treering Yearbooks,[email] [mgmt] [ops],"- Managed a 2,000+ account portfolio through segmented nurture tracks, reactivation flows, and automated campaigns."
Treering Yearbooks,[mgmt],"- Managed a 4–6 person team; led 1:1s, performance reviews, and leadership meetings while maintaining a full IC workload."
Treering Yearbooks,[mgmt] [ops],"- Managed a portfolio of 2,000+ accounts using segmentation, behavioral targeting, and customized variable logic to improve lead quality and conversion."
Treering Yearbooks,[mgmt],"- Managed a portfolio of 2,000+ accounts with high-volume, high-integrity outreach strategy."
Treering Yearbooks,[content] [mgmt] [ops],"- Managed a remote 4–6 person SDR team with full performance accountability, including weekly 1:1s, monthly strategy reviews, KPI coaching, personal development planning, and annual evaluations, fostering a culture of experimentation and learning."
