Role / Company,Tags,Bullet Point,accuracy_score,believability_score,clarity_score,ats_value,manager_test,weaknesses
Treering Yearbooks,[content][enablement],"- Rebuilt and reorganized the sales enablement system—tagging hundreds of assets for CX, support, and lifecycle use.",75.0,85.0,80.0,70.0,FAIL,"The bullet contains a dash in prose, which violates the strict formatting rules provided."
Treering Yearbooks,[generalist],"- Recognized as a top performer, consistently ranking in the company’s Top 10 sellers for reaching and exceeding key metrics.",40.0,45.0,70.0,30.0,FAIL,"The bullet uses vague superlatives ('top performer', 'key metrics') without providing specific data, relies on subjective self-assessment, and fails to mention any tools, systems, or specific outcomes."
Treering Yearbooks,[generalist],"- Recognized as the first outbound employee to surpass $1M in sourced revenue, exceeding first-year target by 17%.",90.0,85.0,95.0,80.0,PASS,None
Treering Yearbooks,[generalist],- Recognized as the first outbound hire to surpass $1M in sourced revenue; exceeded first-year target by 17%.,90.0,85.0,95.0,80.0,PASS,None
Treering Yearbooks,[mgmt],"- Recognized as the first outbound team member to surpass $1M in sourced revenue through warm, mission-driven messaging.",65.0,60.0,80.0,70.0,FAIL,"The bullet uses subjective, non-verifiable descriptors like 'mission-driven' and relies on a self-reported superlative ('first outbound team member') that is difficult to verify and sounds like marketing fluff rather than a concrete professional achievement."
Treering Yearbooks,[brand],- Recognized for strategic and creative problem-solving; directly recruited by Treering following successful wrap-up of client project.,40.0,50.0,60.0,20.0,FAIL,"The bullet relies on vague, subjective praise ('strategic and creative problem-solving') rather than a specific system or outcome, and it fails the manager test by using generic, unverifiable claims that lack professional context."
Treering Yearbooks,[mgmt],- Recruited by Treering Yearbooks’ Head of Sales due to outstanding project management and impactful strategic contributions.,40.0,50.0,60.0,30.0,FAIL,"The bullet is subjective, unverifiable, and lacks a clear outcome or system; it reads as a self-congratulatory claim rather than a professional achievement."
Treering Yearbooks,[email],- Recruited by Treering’s Head of Sales (1 of 2 external hires) based on campaign alignment and email strategy execution.,60.0,65.0,70.0,40.0,FAIL,"The bullet uses parentheses, which is a violation of the formatting rules, and it focuses on the hiring process rather than a professional outcome or system built."
Treering Yearbooks,[generalist],- Recruited by Treering’s Head of Sales for a direct hire role due to exceptional performance and partnership.,40.0,50.0,70.0,20.0,FAIL,"The bullet is a subjective claim about being recruited rather than a description of professional work, systems, or outcomes; it lacks verifiable metrics or specific tool usage."
Treering Yearbooks,[email],- Recruited directly by Treering’s Head of Sales for a full-time internal role based on email performance and strategic alignment.,85.0,80.0,90.0,60.0,PASS,"The bullet focuses on a hiring outcome rather than a professional achievement or system-level contribution, which provides less insight into the candidate's day-to-day operational capabilities."
Treering Yearbooks,[design],"- Redesigned and facilitated monthly training for 20+ reps, fostering a collaborative and productive work environment.",65.0,70.0,75.0,60.0,FAIL,The bullet uses the filler phrase 'fostering a collaborative and productive work environment' which is generic and lacks measurable outcome evidence.
Treering Yearbooks,[content][mgmt],"- Refreshed sales content with product, sales, and support teams, aligning tone and messaging to lifecycle stage and funnel goals.",65.0,70.0,75.0,60.0,FAIL,"The bullet is too generic and reads as a task description rather than a specific outcome; it lacks a concrete metric, tool mention, or specific artifact to prove the impact of the content refresh."
Treering Yearbooks,[brand],"- Regularly collaborated with Creative, Product, Engineering, and Marketing to improve campaign execution, internal collaboration, and customer experience",40.0,50.0,50.0,30.0,FAIL,"The bullet uses vague, generic language that could apply to any role, lacks specific metrics or outcomes, and fails to describe a concrete system or infrastructure change."
Treering Yearbooks,[brand],"- Regularly collaborated with Creative, Product, Engineering, and Marketing, receiving essential feedback to improve both campaign execution and prospect/customer experiences",40.0,50.0,50.0,30.0,FAIL,"The bullet is generic, lacks specific outcomes or metrics, and uses vague language like 'collaborated with' and 'improve both campaign execution and prospect/customer experiences' which could apply to any role."
Treering Yearbooks,[content],"- Regularly surveyed internal stakeholders to collect information, ensuring content alignment with user needs and continually refining messaging strategies for optimal performance.",40.0,50.0,50.0,30.0,FAIL,"The bullet is generic, lacks specific metrics or tools, and uses vague language like 'optimal performance' and 'continually refining' which are not verifiable. It reads as a task description rather than an outcome-oriented achievement."
Treering Yearbooks,[content],"- Regularly surveyed internal stakeholders to collect information, ensuring content alignment with user needs, continually refining messaging strategies for optimal performance",50.0,60.0,55.0,40.0,FAIL,"The bullet uses vague, filler-heavy language ('optimal performance', 'content alignment') and describes a process rather than a specific outcome or system. It fails the manager test because it reads as a generic task description rather than a high-impact achievement."
Treering Yearbooks,[writing],- Reply-Rate Machine: Pattern-breaking copy and personalization delivering strong results (best: 83% open / 43% reply),40.0,50.0,60.0,40.0,FAIL,"The bullet uses forbidden filler words (best-in-class/strong results), lacks a clear system or infrastructure description, and provides metrics without necessary context (audience size, channel, or timeframe) to make them verifiable."
Treering Yearbooks,[generalist],"- Researched and personalized messaging at scale, touching 1,200+ prospects/week for stronger lead generation.",70.0,65.0,80.0,75.0,FAIL,"The bullet uses the banned phrase 'Researched and personalized' which is a task-based description rather than a systems-based outcome, and the claim of 1,200+ prospects per week is high enough to trigger skepticism regarding the quality of personalization without naming the automation tool used."
Treering Yearbooks,[generalist],- Revenue Impact: First outbound hire to generate $1M+ in sourced closed-won (>$1.5M total contribution),95.0,90.0,95.0,85.0,PASS,None
Treering Yearbooks,[generalist],- Revenue Impact: First outbound hire; generated $1M+ in sourced closed-won (>$1.5M total contribution),90.0,85.0,95.0,80.0,PASS,None
Treering Yearbooks,[writing][brand],"- Reviewed, proofed, and refined copy for outbound messaging, preventing errors and helping the brand feel polished.",60.0,65.0,70.0,40.0,FAIL,"The bullet uses the banned phrase 'helping the', relies on subjective/vague outcomes ('feel polished'), and describes a task rather than a system or measurable impact."
Treering Yearbooks,[enablement][mgmt],"- Sales Enablement & Training: Delivered hands-on Salesforce training in all-team meetings, small-group sessions, and one-on-ones, significantly improving platform adoption and team efficiency.",60.0,70.0,75.0,70.0,FAIL,"The bullet uses vague, unmeasurable claims like 'significantly improving platform adoption and team efficiency' without providing a metric or specific outcome, and it includes a dash in the prose which is prohibited."
Treering Yearbooks,[enablement][mgmt],"- Sales Enablement & Training: Led comprehensive Salesforce training, delivering all-team meetings, small-group sessions, and weekly one-on-ones. Created PowerPoint presentations based on personal expertise and frequently assisted colleagues in troubleshooting Salesforce issues, significantly improving team adoption and efficiency.",60.0,65.0,70.0,60.0,FAIL,"The bullet uses the banned phrase 'assisted with' (in the form of 'assisted colleagues'), relies on vague claims like 'significantly improving team adoption' without a metric, and reads as a task description rather than an outcome-focused system statement."
Treering Yearbooks,[ops],"- Salesforce + Outreach.io Integration: Developed custom Salesforce field mapping for Outreach.io to automate personalized messaging with advanced if/then logic. Troubleshot and resolved sync issues, improving engagement tracking and messaging accuracy. Leveraged CRM data to enhance customer loyalty and retention in a retail-driven environment by optimizing targeted outreach and engagement strategies.",70.0,75.0,65.0,85.0,FAIL,"The bullet contains a dash in the prose (Salesforce + Outreach.io Integration:), uses a task-heavy structure, and includes generic, unverifiable claims about enhancing customer loyalty and retention without specific metrics."
Treering Yearbooks,[ops],"- Salesforce + Outreach.io Integration: Developed custom Salesforce field mapping for Outreach.io to automate personalized messaging with advanced if/then logic. Troubleshot and resolved sync issues, improving engagement tracking and messaging accuracy. Leveraged CRM data to enhance customer loyalty and retention in a retail-driven environment by optimizing targeted outreach and engagement strategies. Currently completing certification in Iterable, excited to further specialize in multi-channel CRM at scale.",65.0,60.0,60.0,75.0,FAIL,"The bullet contains a dash in prose, uses a trailing period, includes a personal statement about certification/excitement which is inappropriate for a resume bullet, and is overly long/wordy."
