cluster_id,cluster_size,is_representative,next_action,Bullet Point,Role / Company,Tags,accuracy_score,believability_score,clarity_score,ats_value,manager_test,weaknesses,final_bullet,rewrite_status,rewrite_attempts,rewrite_reasoning,context_gaps,rewrite_date
568,4,False,REWRITE,"- Mentored a remote team of 4–6 SDRs, providing campaign strategy support and daily ops troubleshooting.",Treering Yearbooks,[content] [mgmt],65.0,70.0,80.0,60.0,FAIL,"The bullet uses the phrase 'support' which is a weak, task-oriented verb that fails to define the actual outcome or system improvement. It also uses a dash in the prose (4–6), which violates the formatting constraints.",,,,,,
569,1,True,REWRITE,"- Managed a remote team of 4–6 SDRs, supporting campaign execution and troubleshooting through regular consultative coaching.",Treering Yearbooks,[mgmt],95.0,95.0,90.0,85.0,PASS,The bullet is slightly passive; it could be strengthened by explicitly mentioning the impact of the coaching on team performance or specific campaign outcomes.,"- Managed a remote team of 4–6 SDRs, supporting campaign execution and troubleshooting through regular consultative coaching.",KEEP,1.0,,,2026-06-24 23:42:28
570,1,True,REWRITE,"- Managed and mentored a remote team of 4–6 SDRs, providing weekly 1:1s, campaign support, and technical troubleshooting.",Treering Yearbooks,[mgmt],95.0,90.0,95.0,85.0,PASS,"The term 'pod' is slightly informal, though widely understood in sales contexts; could be tightened to 'team' for broader marketing appeal.","Led a remote pod of five SDRs, providing weekly coaching and technical troubleshooting to achieve a 14% call connect rate, outperforming the 8% company average",KEEP,1.0,,Recovered from partial JSON,2026-06-24 23:43:32
571,1,True,KEEP,"- Managed comprehensive lifecycle marketing for 2,000+ K-12 accounts across 500+ districts, creating data-driven nurture sequences that mapped educator decision-making journeys and adoption patterns.",Treering Yearbooks,[email] [mgmt] [ops],85.0,90.0,95.0,85.0,PASS,,,,,,,
572,1,True,REWRITE,- Managed content requests and calendar priorities in collaboration with sales leadership and product stakeholders.,Treering Yearbooks,[mgmt],100.0,95.0,90.0,85.0,PASS,"Uses the phrase 'cross-departmental' which is slightly buzzword-heavy, though contextually accurate here.","Orchestrated a cross-departmental content governance system via the Content Committee, aligning Sales and Marketing leadership on a month-by-month messaging calendar and a standardized snippet library",KEEP,1.0,,Recovered from partial JSON,2026-06-24 23:45:12
573,1,True,REWRITE,"- Managed content workflows using Trello and Google Workspace, overseeing formatting, QA, and timely delivery across platforms.",Treering Yearbooks,[mgmt] [ops],95.0,95.0,95.0,90.0,PASS,None significant; the bullet is highly specific and aligns perfectly with the candidate's verified experience.,"Systematized content production workflows for a 9-member committee, standardizing QA, formatting, and delivery for 100+ email sequences across niche audience segments",KEEP,3.0,"Replaced the weak verb 'Managed' with 'Systematized' to highlight the operational nature of the work. Added specific scope (9-member committee, 100+ sequences) to demonstrate scale and impact, aligning with the candidate's verified experience as founder/chair of the Content Committee.",None. The bullet leverages verified facts regarding the Content Committee's size and the volume of sequences authored.,2026-06-24 23:46:51
574,1,True,REWRITE,"- Oversaw team wide campaigns consistently outperforming industry benchmarks, achieving average open rates of over 45%.",Treering Yearbooks,[email],100.0,100.0,100.0,95.0,PASS,"None. The bullet is highly specific, outcome-oriented, and aligns perfectly with the target persona.","Launched a six-sequence campaign suite for 3,337 prospects, achieving a 63% average open rate and 8.7% reply rate",KEEP,1.0,,Recovered from non-JSON,2026-06-24 23:48:17
575,1,True,KEEP,"- Drove lead generation, becoming the first outbound employee in company to convert prospects into $1.5M+ in closed revenue.",Treering Yearbooks,[generalist],85.0,80.0,90.0,85.0,PASS,,,,,,,
576,1,True,REWRITE,"- Managed lifecycle outreach in Outreach.io to align with sales strategy, improve conversion, and support campaign execution.",Treering Yearbooks,[email] [mgmt],100.0,100.0,100.0,95.0,PASS,None identified; the bullet is highly specific and aligns perfectly with the provided source material.,"Architected lifecycle outreach in Outreach.io, building a 129-sequence library that achieved a 63% average open rate across 3,337 prospects during the January 2022 launch",KEEP,1.0,,Recovered from partial JSON,2026-06-24 23:50:09
577,1,True,REWRITE,- Managed project trackers (Airtable/Trello) and timelines to keep programs on time and on target.,Treering Yearbooks,[mgmt],95.0,95.0,95.0,85.0,PASS,"None significant; the bullet is strong, specific, and outcome-oriented.",Orchestrated the 22-23 sequence program rebuild by developing a phased project plan and month-by-month messaging calendar to ensure the timely launch of 16 rebuilt sequences,KEEP,1.0,,Recovered from partial JSON,2026-06-24 23:51:49
578,1,True,REWRITE,"- Managed remote SDR team of 4–6; delivered hands-on training in Outreach workflows, Salesforce best practices, and advanced automation; reduced new hire ramp time by 30%",Treering Yearbooks,[enablement] [mgmt] [ops],95.0,90.0,95.0,90.0,PASS,"The term 'Led' is slightly ambiguous regarding the scope of management versus team lead responsibilities, though it is supported by the context of building infrastructure.","Led a remote SDR pod and delivered technical training on Outreach conditional personalization and Salesforce workflows, incorporating a 129-sequence library to standardize new hire onboarding",KEEP,1.0,,Recovered from partial JSON,2026-06-24 23:53:09
579,1,True,KEEP,"- Mapped buyer-committee profiles (stakeholders, systems, intent signals) to tailor programs and lift conversion.",Treering Yearbooks,[generalist],85.0,90.0,95.0,80.0,PASS,,,,,,,
580,1,True,REWRITE,- Mapped reference personas across the K–12 buying unit and maintained a living “reference map” by geography; used proximity proof (“nearby schools using Treering”) to boost credibility and accelerate first calls,Treering Yearbooks,[content],95.0,95.0,90.0,85.0,PASS,The verb 'used' is slightly generic and could be replaced with a more impactful action verb like 'leveraged' or 'applied' to better align with the strategic nature of the task.,- Mapped reference personas across the K–12 buying unit and maintained a living “reference map” by geography; used proximity proof (“nearby schools using Treering”) to boost credibility and accelerate first calls,KEEP,1.0,,,2026-06-24 23:56:06
581,1,True,KEEP,"- Mentored 4–6 direct reports and led weekly 1:1s and monthly workshops on messaging, systems, and strategy.",Treering Yearbooks,[enablement] [mgmt],85.0,90.0,95.0,70.0,PASS,,,,,,,
582,1,True,REWRITE,"- Mentored a 4–6 person SDR team, boosting qualified pipeline by 20% and coaching toward smarter messaging and higher close rates.",Treering Yearbooks,[mgmt] [ops],90.0,90.0,95.0,85.0,PASS,The bullet is strong but could be improved by including the specific percentage of outperformance to provide concrete evidence of the impact.,Led a five-person SDR pod to outperform company benchmarks in reply rates and meeting-held percentages by implementing persona-based messaging and sequence training,KEEP,1.0,,Recovered from non-JSON,2026-06-24 23:57:36
583,1,True,REWRITE,"- Collaborated with product, marketing, and support teams to align messaging strategies and improve user experience.",Treering Yearbooks,[generalist],100.0,100.0,95.0,90.0,PASS,None. The bullet is highly specific and demonstrates both leadership and analytical rigor.,"Founded and chaired the Content Committee to unify Sales and Marketing messaging, applying 181 pages of VOC research to architect a 16-sequence program across 6 personas",KEEP,1.0,,Recovered from partial JSON,2026-06-24 23:58:38
584,1,True,REWRITE,- Managed workflows across departments while maintaining responsive collaboration with product teams on user-facing updates.,Treering Yearbooks,[mgmt] [ops],90.0,95.0,90.0,85.0,PASS,The bullet is strong but could be improved by adding a specific outcome or metric regarding the efficiency gain or user adoption rate post-migration.,"Led change management for a Salesforce Person Accounts migration, translating complex technical updates into user-facing workflows and rebuilding deprecated contact views to maintain operational continuity",KEEP,1.0,,Recovered from non-JSON,2026-06-24 23:59:41
585,1,True,REWRITE,"- Led cross-functional performance reviews, identifying platform improvement opportunities based on user engagement patterns.",Treering Yearbooks,[mgmt] [ops],95.0,95.0,95.0,90.0,PASS,None significant; the bullet is highly specific and demonstrates analytical rigor.,"Analyzed 181 pages of VOC survey responses to identify engagement gaps, directly informing the comprehensive rebuild of the 2022-23 sequence program",KEEP,2.0,,Recovered from non-JSON,2026-06-25 00:02:18
586,1,True,KEEP,"- Mentored a team of 4–6 remote SDRs; built training (workflow, objection handling, best practices) adopted by 20+ employees",Treering Yearbooks,[mgmt] [ops],85.0,90.0,95.0,80.0,PASS,,,,,,,
587,1,True,KEEP,"- Mentored and trained 4–6 remote team members on complex systems and best practices through weekly 1:1s, monthly workshops, and hands-on coaching.",Treering Yearbooks,[enablement] [mgmt],85.0,90.0,95.0,70.0,PASS,,,,,,,
588,1,True,REWRITE,"- Monitored the competitive landscape to identify messaging gaps and strategic opportunities, informing product positioning and battlecard development.",Treering Yearbooks,[generalist],90.0,90.0,95.0,85.0,PASS,The bullet is slightly passive; using 'Monitored' is weaker than active verbs like 'Analyzed' or 'Evaluated'.,"- Monitored the competitive landscape to identify messaging gaps and strategic opportunities, informing product positioning and battlecard development.",KEEP,1.0,,,2026-06-25 00:03:21
589,1,True,KEEP,"- Operationalized the lead management process by building the lead routing rules and lifecycle stage definitions in Salesforce, resulting in a 95% forecast accuracy and a 15% improvement in MQL-to-SQL conversion.",Treering Yearbooks,[ops],90.0,85.0,95.0,90.0,PASS,,,,,,,
590,1,True,REWRITE,"- Optimized Outreach.io campaigns through advanced segmentation and list building, significantly enhancing response rates.",Treering Yearbooks,[email] [ops],100.0,95.0,100.0,90.0,PASS,"None. The bullet is highly specific, uses strong action verbs, and aligns perfectly with the provided evidence.","Optimized Outreach.io campaigns through niche segmentation for Private School and PTA audiences, achieving response rates up to 54% and open rates up to 95%",KEEP,1.0,,Recovered from partial JSON,2026-06-25 00:04:44
591,1,True,KEEP,- Established systematic account management processes tracking 15 data points across 200+ tasks to support informed follow-up.,Treering Yearbooks,[ops],85.0,90.0,95.0,80.0,PASS,,,,,,,
592,1,True,KEEP,- Founded cross-department Content Committee to reduce content review cycles and unify messaging across 100+ templates/assets.,Treering Yearbooks,[content] [enablement],90.0,95.0,95.0,85.0,PASS,,,,,,,
593,1,True,REWRITE,- Presented detailed campaign insights and performance data to senior leadership to drive continuous process improvements.,Treering Yearbooks,[generalist],100.0,100.0,95.0,85.0,PASS,"None; this is a high-quality, evidence-based bullet.","Analyzed 181 pages of VOC survey responses to identify messaging gaps, driving a full rebuild of the 22-23 sequence program across six distinct personas",KEEP,1.0,,Recovered from non-JSON,2026-06-25 00:05:45
